Target,Horizonte,Algoritmo,RMSE_teste_macro_empresa,MAE_teste_macro_empresa,SMAPE_teste_macro_empresa,R2_teste_macro_empresa,R2_teste_pooled,R2_teste_within,TheilU_teste_macro_empresa,DA_teste_macro_empresa,RMSE_teste_pooled,SMAPE_teste_pooled,RMSE_baseline,Bateu_baseline,TheilU_ok
TARGET_BPP_2.01_ITR_T3,_ITR_T3,RandomForest,1093143.9003783704,751394.9401517613,0.09144220992025526,-1.9875023329049715,0.9701933816356639,-0.3168826663950002,1.0883372301674608,0.41666666666666663,6350136.732733719,0.11743101724528783,1703126.5153028967,True,False
TARGET_BPP_2.01_ITR_T3,_ITR_T3,GradientBoosting,916424.069073217,732586.2330850167,0.0841289883531337,-2.5883512293679845,0.9776449676824343,0.08940999070715694,0.9492182207412964,0.5,5499388.159086144,0.11896139653226286,1703126.5153028967,True,True
TARGET_BPP_2.01_ITR_T3,_ITR_T3,Ensemble,976933.187828412,719815.8330857656,0.08047524171007597,-2.3878403936273145,0.9743150307458767,-0.06554317429027767,0.9903351777020128,0.3333333333333333,5894761.634781156,0.11582131212055417,1703126.5153028967,True,True
TARGET_BPP_2.01_DFP,_DFP,Ridge,3040731.862709308,2722405.1332406234,0.23931927034909586,,0.9286636200553782,,,0.0,10830056.26261446,0.2978989130215851,1076540.655703722,False,False
TARGET_BPP_2.01_DFP,_DFP,SVR,4869020.315058049,4869020.315058049,0.9687556649420008,,-0.20532600365680542,,,0.0,44517159.18414094,0.975380858415325,1076540.655703722,False,False
TARGET_BPP_2.01_DFP,_DFP,RandomForest,944495.0458790003,865470.9762056725,0.12131450659823273,,0.9644689302599093,,,0.0,7643272.104557849,0.18457149446694462,1076540.655703722,True,False
TARGET_BPP_2.01_DFP,_DFP,GradientBoosting,1021512.7860436039,952671.2002274742,0.09943445231899804,,0.9619936225890396,,,0.0,7905028.0948967915,0.16985288432785703,1076540.655703722,True,False
TARGET_BPP_2.01_DFP,_DFP,Ensemble,1028240.3922329478,957680.7962800395,0.1119449122854468,,0.9636164823043335,,,0.0,7734415.916153164,0.1736410816351265,1076540.655703722,True,False
TARGET_BPP_2.03_ITR_T1,_ITR_T1,Ridge,6150292.249487225,5116830.031950534,0.4463719595674962,-56.55548276340042,-0.941707357584407,-246.45831226781837,2.0,0.4,118445916.68037835,0.4505148855030886,1698887.8475225589,False,False
TARGET_BPP_2.03_ITR_T1,_ITR_T1,SVR,9677415.374843247,9655728.984652456,0.835309411709363,-151.5364109052692,-0.17033730666508418,-0.25812619770665757,2.0,0.2,91956774.58938736,0.9164543262381124,1698887.8475225589,False,False
TARGET_BPP_2.03_ITR_T1,_ITR_T1,RandomForest,1280361.1303262776,1063141.37458787,0.08912033604240276,-1.4974565477432562,0.9882384578161569,0.16943831979451807,1.5536251226363904,0.5,9218501.709105909,0.09111336597667455,1698887.8475225589,True,False
TARGET_BPP_2.03_ITR_T1,_ITR_T1,GradientBoosting,1381657.863189234,1016873.9496889589,0.06219829616673294,-1.1053844278769303,0.9948927519892593,-0.467481190778243,1.6087377856393994,0.5,6074655.857463516,0.0722842928924548,1698887.8475225589,True,False
TARGET_BPP_2.03_ITR_T1,_ITR_T1,Ensemble,1348053.8908959625,1018459.2518227393,0.06378571776741265,-0.4512542067429117,0.994705650974326,0.272967038752285,1.4231333492874374,0.5,6184925.738328598,0.07180738183277141,1698887.8475225589,True,False
TARGET_BPP_2.03_ITR_T2,_ITR_T2,Ridge,5941829.254420628,4908556.412724199,0.4931537508137936,-90.7773156631714,-0.5107230118207176,-247.7609319687495,2.0,0.3666666666666667,106005711.91672036,0.4701194076053889,2605667.8278691242,False,False
TARGET_BPP_2.03_ITR_T2,_ITR_T2,SVR,9547768.084002506,9520095.173439171,0.8465996649408147,-333.2633607437418,-0.1732937490413149,-0.3343644363870748,2.0,0.25,93420077.48912163,0.9064661842767617,2605667.8278691242,False,False
TARGET_BPP_2.03_ITR_T2,_ITR_T2,RandomForest,1383667.1649365795,1211378.9188547481,0.07498199088014064,-5.26898607187049,0.989800833072789,-0.48357259990636026,1.7375687500899137,0.5,8710020.850757292,0.08968272359473398,2605667.8278691242,True,False
TARGET_BPP_2.03_ITR_T2,_ITR_T2,GradientBoosting,1049753.122257212,791901.1568471004,0.053503119153742305,-2.1367287898023957,0.9951507756837523,-0.2720643709955084,1.774555486438433,0.5,6005829.2656228775,0.06844179346893439,2605667.8278691242,True,False
TARGET_BPP_2.03_ITR_T2,_ITR_T2,Ensemble,1025398.488018273,917596.5346952248,0.05728454989977409,-2.697041276982991,0.9935076877948357,-0.03416314385670027,1.7808663545577375,0.5,6949227.711792592,0.06935846630476092,2605667.8278691242,True,False
TARGET_BPP_2.03_ITR_T3,_ITR_T3,Ridge,5751272.175332317,5547278.545551726,0.46175476185744035,-258.1961131081871,-0.23258143835259126,-127.76210460296832,2.0,0.16666666666666666,98092924.35626593,0.4720884278883235,2619377.3936846107,False,False
TARGET_BPP_2.03_ITR_T3,_ITR_T3,SVR,10076994.152970262,10039324.175868643,0.822754392222002,-868.1705683578512,-0.17663933999160486,-0.3108992053077675,2.0,0.125,95841047.69127297,0.894739921719543,2619377.3936846107,False,False
TARGET_BPP_2.03_ITR_T3,_ITR_T3,RandomForest,1157911.453572075,1021457.079368901,0.07048769850263503,-4.5166423248328025,0.991325702722278,-0.5494912218774795,1.6616260166034387,0.3333333333333333,8228999.220810591,0.07077638616996938,2619377.3936846107,True,False
TARGET_BPP_2.03_ITR_T3,_ITR_T3,GradientBoosting,872812.5242201467,725615.9133359075,0.050553532469634316,-4.671975323358197,0.9909393527785451,-0.8377034834218582,1.924241612897419,0.5,8410261.14106845,0.058444004405846496,2619377.3936846107,True,False
TARGET_BPP_2.03_ITR_T3,_ITR_T3,Ensemble,1100201.0861597238,853776.9959724487,0.05474072441916668,-4.242326844053441,0.9913531561525188,-0.6455492442294601,1.4696607077731054,0.5,8215966.851604808,0.059691104956173684,2619377.3936846107,True,False
TARGET_BPP_2.03_DFP,_DFP,Ridge,7074288.690674967,7069325.945122816,0.4640415553845909,,0.46879353387342737,,,0.0,58878774.9547488,0.4912243228051018,3525785.9046378583,False,False
TARGET_BPP_2.03_DFP,_DFP,SVR,8872831.692800395,8872831.692800397,0.8569055090250778,,-0.17095530577856488,,,0.0,87417271.77287559,0.8782987148209597,3525785.9046378583,False,False
TARGET_BPP_2.03_DFP,_DFP,RandomForest,1040444.0490187515,1030505.5072628049,0.09889438053466003,,0.9954223317915393,,,0.0,5465743.472228244,0.11272470023386003,3525785.9046378583,True,False
TARGET_BPP_2.03_DFP,_DFP,GradientBoosting,711213.4474600366,616775.3991067273,0.05293178142775723,,0.9952897794941776,,,0.0,5544312.59541826,0.08693012729668044,3525785.9046378583,True,False
TARGET_BPP_2.03_DFP,_DFP,Ensemble,791216.0880221232,758833.1715399508,0.05717249880302935,,0.9958699277116908,,,0.0,5191656.086274377,0.08837525052869409,3525785.9046378583,True,False
TARGET_BPP_2_ITR_T1,_ITR_T1,Ridge,11783995.15347486,10845919.466544004,0.31961868428758705,-38.45882670555961,0.8002456495011822,-19.730894020970286,2.0,0.3333333333333333,103550131.6413799,0.366631139160045,3519011.7616215576,False,False
TARGET_BPP_2_ITR_T1,_ITR_T1,SVR,28203278.03298205,28088151.956192475,1.0,-542.9503138405124,-0.18965358813997524,-0.569373066048878,2.0,0.2,252704392.8051002,1.0639931932074846,3519011.7616215576,False,False
TARGET_BPP_2_ITR_T1,_ITR_T1,RandomForest,3577814.841361128,3233617.9300970114,0.06620508991559153,-2.0197665202556423,0.9777080481090686,-0.695395395142828,1.8587489603236123,0.4,34592072.34543715,0.09224000598932396,3519011.7616215576,False,False
TARGET_BPP_2_ITR_T1,_ITR_T1,GradientBoosting,2669945.7465081387,2212718.5031288243,0.0535009627252001,-1.9806522839670464,0.9784460478397826,-0.5708835158944692,1.8235425101742193,0.4,34014648.64670745,0.07937401438291297,3519011.7616215576,True,False
TARGET_BPP_2_ITR_T1,_ITR_T1,Ensemble,2624350.505537725,2022032.7073312465,0.07160459250233321,-0.979005650468699,0.9783587449896964,-0.5643655768166567,1.6393761979277435,0.4,34083466.06837263,0.08006114518140456,3519011.7616215576,True,False
TARGET_BPP_2_ITR_T2,_ITR_T2,Ridge,11895855.066658774,11046902.902944554,0.30104274808624953,-120.11955270222484,0.8465958109763803,-24.824427397418955,2.0,0.25,92319487.55639401,0.38017886438989346,4758366.568897272,False,False
TARGET_BPP_2_ITR_T2,_ITR_T2,SVR,28329620.361321528,28279562.301284093,1.0,-581.1920113538777,-0.19125383386158812,-0.7960321348637507,2.0,0.25,257262763.96888503,1.055505197285329,4758366.568897272,False,False
TARGET_BPP_2_ITR_T2,_ITR_T2,RandomForest,3457828.9638320035,2860615.481081537,0.053841010371617884,-4.098285907952084,0.9809731781927626,-0.2106915194002501,1.9677841793363489,0.25,32513064.15894197,0.08813951467756106,4758366.568897272,True,False
TARGET_BPP_2_ITR_T2,_ITR_T2,GradientBoosting,2837219.600322995,2387959.5321607203,0.053783186577403753,-1.715127853443357,0.9805111715013383,-0.39710135115986245,1.5153303672708123,0.5,32905435.46268461,0.07387053839473129,4758366.568897272,True,False
TARGET_BPP_2_ITR_T2,_ITR_T2,Ensemble,2361795.3753139502,2194963.1607433753,0.05609177355594945,-2.801972679901609,0.9811012000315305,-0.22638544310966613,1.6928407120430067,0.5,32403497.57986049,0.07299588649964404,4758366.568897272,True,False
TARGET_BPP_2_ITR_T3,_ITR_T3,Ridge,18944795.73023533,17975109.37757482,0.35068607921593165,-323.71206810359814,0.8501416970064699,-55.188430835116016,2.0,0.3333333333333333,93775406.21608868,0.4086988866517505,6711137.3982994575,False,False
TARGET_BPP_2_ITR_T3,_ITR_T3,SVR,32889718.78835816,32864562.907288134,1.0,-843.9902804868425,-0.18786753656966892,-1.882024184671399,2.0,0.29166666666666663,264017403.5635416,1.0312749586912624,6711137.3982994575,False,False
TARGET_BPP_2_ITR_T3,_ITR_T3,RandomForest,3352768.096341539,2765103.32415028,0.0642149938312636,-6.524253488783591,0.9798800598601082,-0.7843007853975588,2.0,0.3333333333333333,34360691.16632324,0.074345763831697,6711137.3982994575,True,False
TARGET_BPP_2_ITR_T3,_ITR_T3,GradientBoosting,1930185.25978806,1514977.6168937786,0.04842859341871501,-2.8209985160779025,0.9810765315811457,-0.5965533202607665,1.4492546820911385,0.41666666666666663,33323370.273261696,0.05751926043326595,6711137.3982994575,True,False
TARGET_BPP_2_ITR_T3,_ITR_T3,Ensemble,2347668.4020007993,1874975.017082334,0.04738625551862809,-3.276526000811011,0.9806465421475997,-0.6044421566225306,1.4365493832042526,0.3333333333333333,33699839.652412936,0.059597113182801295,6711137.3982994575,True,False
TARGET_BPP_2_DFP,_DFP,Ridge,14014656.819012893,13422634.151235297,0.37518174475082944,,0.9560248343295128,,,0.0,49167511.81090774,0.3992648121840526,5697679.3144098,False,False
TARGET_BPP_2_DFP,_DFP,SVR,30631383.39803956,30631383.39803956,1.0,,-0.1866451845254522,,,0.0,255408254.60656595,1.009431629684377,5697679.3144098,False,False
TARGET_BPP_2_DFP,_DFP,RandomForest,3604046.766223462,3585356.8330372646,0.07777692701547588,,0.9926278661482248,,,0.0,20131266.3355947,0.08448555224603813,5697679.3144098,True,False
TARGET_BPP_2_DFP,_DFP,GradientBoosting,3046998.258205802,2781141.6197211295,0.07150663260224915,,0.989323572483896,,,0.0,24226320.958209034,0.08146417158450724,5697679.3144098,True,False
TARGET_BPP_2_DFP,_DFP,Ensemble,3047041.573412529,2415432.5336931446,0.07704096484745958,,0.991397285357971,,,0.0,21746644.11552057,0.07415523297421069,5697679.3144098,True,False
TARGET_DFC_MI_6.01_ITR_T1,_ITR_T1,Ridge,1854884.605379813,1623343.8312181516,1.0,-2.1981077682385086,-19166.071164077213,-93088.2645815195,1.3322942855788822,0.2,2940779356.2578516,1.614541359822434,2383326.964102317,True,False
TARGET_DFC_MI_6.01_ITR_T1,_ITR_T1,SVR,1785794.3549257626,1568895.7188427374,1.0,-1.6781617680927905,-0.07900310977911484,-5.5960067670834945e-06,1.2592050335490368,0.3333333333333333,22064592.52440872,1.3619411259723644,2383326.964102317,True,False
TARGET_DFC_MI_6.01_ITR_T1,_ITR_T1,RandomForest,1595100.7580592297,1387235.8452146065,1.0,-2.01408761298336,-0.0722089088914315,0.0034565429449916474,1.3149386956039362,0.3333333333333333,21995015.334728584,1.5596613396766768,2383326.964102317,True,False
TARGET_DFC_MI_6.01_ITR_T1,_ITR_T1,GradientBoosting,1404329.9565172822,1100496.6747428917,1.0,-1.0133028977902652,0.4274531040231885,0.3111735050470448,1.147452719654787,0.6,16072746.522043413,1.1477004249226421,2383326.964102317,True,False
TARGET_DFC_MI_6.01_ITR_T1,_ITR_T1,Ensemble,1454457.016009291,1020270.9748333354,1.0,-1.415862089928278,1.955568350586745e-07,0.05848986148992208,1.1812258277457623,0.4,21241467.67438431,1.3926502737252922,2383326.964102317,True,False
TARGET_DFC_MI_6.01_ITR_T2,_ITR_T2,Ridge,2091900.328331736,1953791.1819338356,1.0,-2.8922395879670244,-1587.5767660707347,-5685.12497897864,1.1887133747025467,0.29166666666666663,905484472.7784288,1.702801257763715,1278929.025448715,False,False
TARGET_DFC_MI_6.01_ITR_T2,_ITR_T2,SVR,1736359.290817523,1558847.8519614595,1.0,-2.5272993179239682,-0.08264068153240767,-0.0004072497772156236,1.1696232996383469,0.4,23638454.320037525,1.3127506621640175,1278929.025448715,False,False
TARGET_DFC_MI_6.01_ITR_T2,_ITR_T2,RandomForest,1260457.6651483718,998016.3786813669,1.0,-1.447882096494748,0.18546632403125107,-0.0041919933554013245,0.9279089194254179,0.5,20503661.64550399,1.2473471198419654,1278929.025448715,True,True
TARGET_DFC_MI_6.01_ITR_T2,_ITR_T2,GradientBoosting,1081235.0708942884,908046.1114290867,0.9089687871049481,-0.3097337052067678,0.3495954433020526,0.24243197723415721,0.6585383966175247,0.5,18321823.36167962,1.044806385491729,1278929.025448715,True,True
TARGET_DFC_MI_6.01_ITR_T2,_ITR_T2,Ensemble,1280457.6595357943,936759.3470008059,0.9955759930137852,-0.7544380815705788,0.22207961256301634,-0.0014611963816102413,0.8402921272123512,0.5,20037543.628045943,1.1580894079066857,1278929.025448715,False,True
TARGET_DFC_MI_6.01_ITR_T3,_ITR_T3,Ridge,2159759.300863575,1860590.1806915607,1.0,-3.7622291405843766,-3487.9912703517416,-12524.746180730815,2.0,0.0,1364770968.1022568,1.6945273204298192,2780914.0243823715,True,False
TARGET_DFC_MI_6.01_ITR_T3,_ITR_T3,SVR,1763700.086466489,1584285.7381878614,1.0,-3.577404842958843,-0.08683264001693747,0.002726880338510873,1.823739130420067,0.29166666666666663,24087469.093990535,1.2892344528029442,2780914.0243823715,True,False
TARGET_DFC_MI_6.01_ITR_T3,_ITR_T3,RandomForest,1386665.0104251783,1211305.7636168147,1.0,-1.2971404088861065,-0.06167168397678924,0.029871750758996507,1.6134635207954793,0.3333333333333333,23807015.309569553,1.370302989597684,2780914.0243823715,True,False
TARGET_DFC_MI_6.01_ITR_T3,_ITR_T3,GradientBoosting,1391014.3282627063,1360256.0962690008,1.0,-1.3426753820854045,0.5087604925099647,-0.9735071354085665,1.4159656319959288,0.6666666666666666,16194087.35651217,1.1484709543062606,2780914.0243823715,True,False
TARGET_DFC_MI_6.01_ITR_T3,_ITR_T3,Ensemble,1250343.1199219734,1131754.193267339,1.0,-0.6032316630637803,0.08218888546557868,0.040176923005172616,1.3271593391356467,0.3333333333333333,22135354.944058787,1.23389140828841,2780914.0243823715,True,False
TARGET_DFC_MI_6.01_DFP,_DFP,Ridge,3890804.487676941,3879662.1916855057,1.0,,-31.71079169818053,,,0.0,235131034.15133688,1.405090375635972,3403675.513323795,False,False
TARGET_DFC_MI_6.01_DFP,_DFP,SVR,2928090.8655287083,2928090.8655287083,1.0,,-0.1278952226414387,,,0.0,43661515.37192452,1.2320125877050996,3403675.513323795,True,False
TARGET_DFC_MI_6.01_DFP,_DFP,RandomForest,2803707.0278519206,2689060.9883016613,0.9454181292611983,,0.695040874132025,,,0.0,22703104.245132025,0.9773958257391687,3403675.513323795,True,False
TARGET_DFC_MI_6.01_DFP,_DFP,GradientBoosting,2799300.2671777895,2647144.911963813,0.730800329921073,,0.8557859214403575,,,0.0,15612349.178724788,0.8066162906929023,3403675.513323795,True,False
TARGET_DFC_MI_6.01_DFP,_DFP,Ensemble,2356733.5667605256,2010075.725898714,0.7413590300006314,,0.7800146039217289,,,0.0,19282411.7153218,0.8427273217070234,3403675.513323795,True,False
